_ID,Journal_name,ISSN,eISSN,Category,Total_Citations,2020_JIF,JIF_Quartile,2020 _JCI,Percentage_of_OA_Gold
2154,Journal of Emergency Nursing,0099-1767,1527-2966,EMERGENCY MEDICINE - SCIE,"1,861",1.84,Q3,0.93,2.38%
2155,PEDIATRIC SURGERY INTERNATIONAL,0179-0358,1437-9813,SURGERY - SCIE,"5,254",1.83,Q3,0.76,6.36%
2156,THORACIC AND CARDIOVASCULAR SURGEON,0171-6425,1439-1902,SURGERY - SCIE,"2,225",1.83,Q3,0.41,2.22%
2157,Journal of Neurological Surgery Part B-Skull Base,2193-6331,2193-634X,SURGERY - SCIE,"1,330",1.83,Q3,0.44,11.96%
2158,Computer Assisted Surgery,N/A,2469-9322,SURGERY - SCIE,213,1.79,Q3,0.54,100.00%
2159,Thoracic Surgery Clinics,1547-4127,1558-5069,SURGERY - SCIE,"1,127",1.75,Q3,0.6,0.64%
2160,OPHTHALMIC PLASTIC AND RECONSTRUCTIVE SURGERY,0740-9303,1537-2677,SURGERY - SCIE,"4,117",1.75,Q3,0.55,0.00%
2161,EUROPEAN SURGICAL RESEARCH,0014-312X,1421-9921,SURGERY - SCIE,"1,325",1.75,Q3,0.77,6.25%
2162,NEUROLOGIA MEDICO-CHIRURGICA,0470-8105,1349-8029,SURGERY - SCIE,"3,545",1.74,Q3,0.52,98.53%
2163,Journal of Korean Neurosurgical Society,2005-3711,1598-7876,SURGERY - SCIE,"2,692",1.73,Q3,0.48,100.00%
2164,SURGICAL LAPAROSCOPY ENDOSCOPY & PERCUTANEOUS TECHNIQUES,1530-4515,1534-4908,SURGERY - SCIE,"3,343",1.72,Q3,0.54,2.98%
2165,CIRUGIA ESPANOLA,0009-739X,1578-147X,SURGERY - SCIE,999,1.65,Q3,0.46,0.00%
2166,BRITISH JOURNAL OF ORAL & MAXILLOFACIAL SURGERY,0266-4356,1532-1940,SURGERY - SCIE,"6,230",1.65,Q3,0.51,0.89%
2167,Journal of Cardiothoracic Surgery,N/A,1749-8090,SURGERY - SCIE,"2,757",1.64,Q3,0.48,100.00%
2168,JOURNAL OF CARDIAC SURGERY,0886-0440,1540-8191,SURGERY - SCIE,"3,035",1.62,Q4,0.46,7.78%
2169,BRITISH JOURNAL OF NEUROSURGERY,0268-8697,1360-046X,SURGERY - SCIE,"3,840",1.60,Q4,0.44,1.84%
2170,NEUROCHIRURGIE,0028-3770,1773-0619,SURGERY - SCIE,"1,151",1.55,Q4,0.4,1.08%
2171,WOUNDS-A COMPENDIUM OF CLINICAL RESEARCH AND PRACTICE,1044-7946,1943-2704,SURGERY - SCIE,"1,501",1.55,Q4,0.5,0.00%
2172,ANNALS OF PLASTIC SURGERY,0148-7043,1536-3708,SURGERY - SCIE,"10,891",1.54,Q4,0.56,0.94%
2173,Annals of Transplantation,1425-9524,N/A,SURGERY - SCIE,"1,328",1.53,Q4,0.47,0.00%
2174,Annals of Thoracic and Cardiovascular Surgery,1341-1098,2186-1005,SURGERY - SCIE,"1,322",1.52,Q4,0.48,99.33%
2175,General Thoracic and Cardiovascular Surgery,1863-6705,1863-6713,SURGERY - SCIE,"1,831",1.52,Q4,0.42,5.97%
2176,JOURNAL OF EMERGENCY MEDICINE,0736-4679,1090-1280,EMERGENCY MEDICINE - SCIE,"7,320",1.48,Q3,0.65,2.75%
2177,CHILDS NERVOUS SYSTEM,0256-7040,1433-0350,SURGERY - SCIE,"7,901",1.48,Q4,0.5,7.27%
2178,ANNALS OF VASCULAR SURGERY,0890-5096,1615-5947,SURGERY - SCIE,"7,121",1.47,Q4,0.4,2.80%
2179,Journal of Plastic Surgery and Hand Surgery,2000-656X,2000-6764,SURGERY - SCIE,998,1.46,Q4,0.58,6.48%
2180,PEDIATRIC EMERGENCY CARE,0749-5161,1535-1815,EMERGENCY MEDICINE - SCIE,"4,656",1.45,Q3,0.56,0.13%
2181,FACIAL PLASTIC SURGERY,0736-6825,1098-8793,SURGERY - SCIE,"1,675",1.45,Q4,0.49,0.36%
2182,CLEFT PALATE-CRANIOFACIAL JOURNAL,1055-6656,1545-1569,SURGERY - SCIE,"5,115",1.43,Q4,0.6,1.67%
2183,Journal of Minimal Access Surgery,0972-9941,1998-3921,SURGERY - SCIE,874,1.41,Q4,0.45,100.00%
2184,Acta Cirurgica Brasileira,0102-8650,1678-2674,SURGERY - SCIE,"1,731",1.39,Q4,0.44,100.00%
2185,African Journal of Emergency Medicine,2211-419X,2211-4203,EMERGENCY MEDICINE - SCIE,556,1.37,Q3,0.59,100.00%
2186,ACTA GASTRO-ENTEROLOGICA BELGICA,1784-3227,N/A,GASTROENTEROLOGY & HEPATOLOGY - SCIE,704,1.32,Q4,0.16,0.00%
2187,Brazilian Journal of Cardiovascular Surgery,0102-7638,1678-9741,SURGERY - SCIE,"1,136",1.31,Q4,0.59,100.00%
2188,Ophthalmic Surgery Lasers & Imaging Retina,2325-8160,2325-8179,SURGERY - SCIE,"3,424",1.30,Q4,0.47,0.21%
2189,Journal of Foot & Ankle Surgery,1067-2516,1542-2224,SURGERY - SCIE,"4,150",1.29,Q4,0.45,2.26%
2190,Australasian Emergency Care,N/A,2588-994X,EMERGENCY MEDICINE - SCIE,93,1.28,Q4,0.68,2.97%
2191,INTERNATIONAL JOURNAL OF SURGICAL PATHOLOGY,1066-8969,1940-2465,SURGERY - SCIE,"1,930",1.27,Q4,0.4,0.22%
2192,Journal of Neurological Surgery Part A-Central European Neurosurgery,2193-6315,2193-6323,SURGERY - SCIE,788,1.27,Q4,0.38,0.00%
2193,SURGICAL AND RADIOLOGIC ANATOMY,0930-1038,1279-8517,SURGERY - SCIE,"4,351",1.25,Q4,0.48,9.85%
2194,Videosurgery and Other Miniinvasive Techniques,1895-4588,2299-0054,SURGERY - SCIE,700,1.20,Q4,0.46,100.00%
2195,Progress in Transplantation,1526-9248,2164-6708,SURGERY - SCIE,"1,005",1.19,Q4,0.38,1.00%
2196,PEDIATRIC NEUROSURGERY,1016-2291,1423-0305,SURGERY - SCIE,"2,512",1.16,Q4,0.37,1.04%
2197,Journal of Orthopaedic Surgery,1022-5536,2309-4990,SURGERY - SCIE,"2,058",1.12,Q4,0.38,100.00%
2198,Emergency Medicine International,2090-2840,2090-2859,EMERGENCY MEDICINE - SCIE,446,1.11,Q4,0.52,100.00%
2199,ACTA CHIRURGICA BELGICA,0001-5458,0001-5458,SURGERY - SCIE,"1,149",1.09,Q4,0.36,0.38%
2200,Vascular and Endovascular Surgery,1538-5744,1938-9116,SURGERY - SCIE,"1,619",1.09,Q4,0.3,1.24%
2201,TRANSPLANTATION PROCEEDINGS,0041-1345,1873-2623,SURGERY - SCIE,"13,635",1.07,Q4,0.3,6.30%
2202,JOURNAL OF CRANIOFACIAL SURGERY,1049-2275,1536-3732,SURGERY - SCIE,"10,436",1.05,Q4,0.38,0.58%
2203,Handchirurgie Mikrochirurgie Plastische Chirurgie,0722-1819,1439-3980,SURGERY - SCIE,743,1.02,Q4,0.35,0.00%
2204,Turkish Neurosurgery,1019-5149,1019-5149,SURGERY - SCIE,"1,673",1.00,Q4,0.35,0.00%
2205,MINERVA CHIRURGICA,0026-4733,1827-1626,SURGERY - SCIE,655,1.00,Q4,0.32,0.00%
2206,UNFALLCHIRURG,0177-5537,1433-044X,SURGERY - SCIE; EMERGENCY MEDICINE - SCIE,"1,710",1.00,Q4; Q4,0.44,11.37%
2207,Seminars in Vascular Surgery,0895-7967,1558-4518,SURGERY - SCIE,734,1.00,Q4,0.45,5.26%
2208,Gastroenterology Nursing,1042-895X,1538-9766,GASTROENTEROLOGY & HEPATOLOGY - SCIE,585,0.98,Q4,0.32,0.64%
2209,Ulusal Travma ve Acil Cerrahi Dergisi-Turkish Journal of Trauma & Emergency Surgery,1306-696X,N/A,EMERGENCY MEDICINE - SCIE,"1,123",0.98,Q4,0.43,30.53%
2210,Hand Surgery & Rehabilitation,2468-1229,2468-1210,SURGERY - SCIE,383,0.97,Q4,0.34,1.38%
2211,CHIRURG,0009-4722,1433-0385,SURGERY - SCIE,"1,451",0.96,Q4,0.37,8.99%
2212,European Surgery-Acta Chirurgica Austriaca,1682-8631,1682-4016,SURGERY - SCIE,330,0.95,Q4,0.35,34.51%
2213,Plastic Surgery,2292-5503,2292-5511,SURGERY - SCIE,300,0.95,Q4,0.32,0.00%
2214,ZENTRALBLATT FUR CHIRURGIE,0044-409X,1438-9592,SURGERY - SCIE,832,0.94,Q4,0.33,1.09%
2215,Notfall & Rettungsmedizin,1434-6222,1436-0578,EMERGENCY MEDICINE - SCIE,533,0.83,Q4,0.32,8.30%
2216,Annali Italiani di Chirurgia,0003-469X,2239-253X,SURGERY - SCIE,812,0.77,Q4,0.22,0.00%
2217,AMERICAN SURGEON,0003-1348,1555-9823,SURGERY - SCIE,"6,964",0.69,Q4,0.24,0.22%
2218,HEART SURGERY FORUM,1098-3511,1522-6662,SURGERY - SCIE,696,0.68,Q4,0.17,0.00%
2219,Annales de Chirurgie Plastique Esthetique,0294-1260,1768-319X,SURGERY - SCIE,824,0.66,Q4,0.27,0.48%
2220,Hepatitis Monthly,1735-143X,1735-3408,GASTROENTEROLOGY & HEPATOLOGY - SCIE,"1,323",0.66,Q4,0.13,92.72%
2221,Indian Journal of Surgery,0972-2068,0973-9793,SURGERY - SCIE,"1,514",0.66,Q4,0.19,2.46%
2222,Signa Vitae,1334-5605,1845-206X,EMERGENCY MEDICINE - SCIE,140,0.63,Q4,0.15,0.00%
2223,Bariatric Surgical Practice and Patient Care,2168-023X,2168-0248,SURGERY - SCIE,166,0.61,Q4,0.27,0.00%
2224,NEUROCIRUGIA,1130-1473,2340-6305,SURGERY - SCIE,405,0.55,Q4,0.17,0.00%
2225,Hong Kong Journal of Emergency Medicine,1024-9079,2309-5407,EMERGENCY MEDICINE - SCIE,252,0.49,Q4,0.16,99.55%
2226,SOUTH AFRICAN JOURNAL OF SURGERY,0038-2361,2078-5151,SURGERY - SCIE,419,0.38,Q4,0.13,82.42%
2227,Cirugia y Cirujanos,0009-7411,0009-7411,SURGERY - SCIE,502,0.36,Q4,0.12,0.27%
2228,Notarzt,0177-2309,1438-8693,EMERGENCY MEDICINE - SCIE,118,0.35,Q4,0.23,0.00%
2229,CESKA A SLOVENSKA NEUROLOGIE A NEUROCHIRURGIE,1210-7859,1802-4041,SURGERY - SCIE,242,0.35,Q4,0.1,0.00%
2230,Turk Gogus Kalp Damar Cerrahisi Dergisi-Turkish Journal of Thoracic and Cardiovascular Surgery,1301-5680,1301-5680,SURGERY - SCIE,332,0.33,Q4,0.11,0.00%
2231,OPERATIVE TECHNIQUES IN SPORTS MEDICINE,1060-1872,1557-9794,SURGERY - SCIE,398,0.28,Q4,0.14,0.00%
2232,EUROPEAN JOURNAL OF PLASTIC SURGERY,0930-343X,1435-0130,SURGERY - ESCI,763,n/a,n/a,0.2,12.63%
2233,International Journal of Hepatology,2090-3448,2090-3456,GASTROENTEROLOGY & HEPATOLOGY - ESCI,535,n/a,n/a,0.64,100.00%
2234,Clinical Journal of Gastroenterology,1865-7257,1865-7265,GASTROENTEROLOGY & HEPATOLOGY - ESCI,969,n/a,n/a,0.24,6.71%
2235,Clinical and Experimental Hepatology,2392-1099,2449-8238,GASTROENTEROLOGY & HEPATOLOGY - ESCI,241,n/a,n/a,0.28,0.00%
2236,Journal of the Anus Rectum and Colon,2432-3853,2432-3853,GASTROENTEROLOGY & HEPATOLOGY - ESCI,116,n/a,n/a,0.21,100.00%
2237,Seminars in Colon and Rectal Surgery,1043-1489,1558-4585,SURGERY - ESCI,121,n/a,n/a,0.12,0.00%
2238,Archives of Aesthetic Plastic Surgery,2234-0831,2288-9337,SURGERY - ESCI,34,n/a,n/a,0.07,100.00%
2239,Journal of Cardiovascular Emergencies,2457-5518,2457-550X,EMERGENCY MEDICINE - ESCI,40,n/a,n/a,0.2,100.00%
2240,Turkish Journal of Emergency Medicine,2452-2473,2452-2473,EMERGENCY MEDICINE - ESCI,630,n/a,n/a,0.81,100.00%
2241,Advanced Journal of Emergency Medicine,N/A,2588-400X,EMERGENCY MEDICINE - ESCI,124,n/a,n/a,0.33,100.00%
2242,Eurasian Journal of Emergency Medicine,2149-5807,2149-6048,EMERGENCY MEDICINE - ESCI,115,n/a,n/a,0.08,100.00%
2243,Hepatic Medicine-Evidence and Research,1179-1535,1179-1535,GASTROENTEROLOGY & HEPATOLOGY - ESCI,380,n/a,n/a,0.54,100.00%
2244,International Journal of Spine Surgery,N/A,2211-4599,SURGERY - ESCI,881,n/a,n/a,0.51,0.00%
2245,Revista de Gastroenterologia de Mexico,0375-0906,0375-0906,GASTROENTEROLOGY & HEPATOLOGY - ESCI,445,n/a,n/a,0.26,100.00%
2246,Archives of Academic Emergency Medicine,N/A,2645-4904,EMERGENCY MEDICINE - ESCI,578,n/a,n/a,0.58,100.00%
2247,Journal of Emergencies Trauma and Shock,0974-2700,0974-519X,EMERGENCY MEDICINE - ESCI,937,n/a,n/a,0.52,100.00%
2248,Annales Francaises de Medecine d Urgence,2108-6524,2108-6591,EMERGENCY MEDICINE - ESCI,122,n/a,n/a,0.14,0.00%
2249,Journal of Medical and Surgical Research,2351-8200,2351-8200,SURGERY - ESCI,26,n/a,n/a,0.04,100.00%
2250,Techniques in Gastrointestinal Endoscopy,1096-2883,1558-5050,GASTROENTEROLOGY & HEPATOLOGY - ESCI,145,n/a,n/a,0.05,1.49%
2251,Case Reports in Gastrointestinal Medicine,2090-6528,2090-6536,GASTROENTEROLOGY & HEPATOLOGY - ESCI,363,n/a,n/a,0.12,100.00%
2252,GE Portuguese Journal of Gastroenterology,2341-4545,2387-1954,GASTROENTEROLOGY & HEPATOLOGY - ESCI,338,n/a,n/a,0.27,100.00%
2253,International Journal of Burns and Trauma,2160-2026,2160-2026,EMERGENCY MEDICINE - ESCI,333,n/a,n/a,0.61,0.00%
2254,Clinical and Experimental Gastroenterology,1178-7023,1178-7023,GASTROENTEROLOGY & HEPATOLOGY - ESCI,"1,103",n/a,n/a,0.58,100.00%
2255,International Journal of Surgery Protocols,2468-3574,2468-3574,SURGERY - ESCI,52,n/a,n/a,0.38,98.15%
2256,Journal of Emergency Medicine Case Reports,2149-9934,2149-9934,EMERGENCY MEDICINE - ESCI,26,n/a,n/a,0.03,0.00%
2257,Clinical Medicine Insights-Gastroenterology,1179-5522,1179-5522,GASTROENTEROLOGY & HEPATOLOGY - ESCI,148,n/a,n/a,0.24,100.00%
2258,Facial Plastic Surgery & Aesthetic Medicine,2689-3614,2689-3622,SURGERY - SCIE,143,n/a,Q4,n/a,5.17%
2259,International Journal of Emergency Medicine,1865-1372,1865-1380,EMERGENCY MEDICINE - ESCI,929,n/a,n/a,0.8,100.00%
2260,Thoracic and Cardiovascular Surgeon Reports,2194-7635,2194-7643,SURGERY - ESCI,41,n/a,n/a,0.14,100.00%
2261,World Journal of Gastrointestinal Endoscopy,1948-5190,1948-5190,GASTROENTEROLOGY & HEPATOLOGY - ESCI,"1,690",n/a,n/a,0.36,98.67%
2262,Clinical and Experimental Emergency Medicine,2383-4625,2383-4625,EMERGENCY MEDICINE - ESCI,443,n/a,n/a,0.67,81.82%
2263,Journal of Hand Surgery-Asian-Pacific Volume,2424-8355,2424-8363,SURGERY - ESCI,621,n/a,n/a,0.17,0.00%
2264,Annals of Laparoscopic and Endoscopic Surgery,2518-6973,2518-6973,SURGERY - ESCI,158,n/a,n/a,0.12,80.85%
2265,European Journal of Pediatric Surgery Reports,2194-7619,2194-7627,SURGERY - ESCI,100,n/a,n/a,0.22,100.00%
2266,International Journal of Surgery Case Reports,2210-2612,2210-2612,SURGERY - ESCI,"3,564",n/a,n/a,0.27,98.77%
2267,Translational Gastroenterology and Hepatology,N/A,2415-1289,GASTROENTEROLOGY & HEPATOLOGY - ESCI,808,n/a,n/a,0.44,72.02%
2268,Plastic and Reconstructive Surgery-Global Open,2169-7574,2169-7574,SURGERY - ESCI,"3,206",n/a,n/a,0.49,99.65%
2269,Current Emergency and Hospital Medicine Reports,2167-4884,2167-4884,EMERGENCY MEDICINE - ESCI,113,n/a,n/a,0.15,2.63%
2270,Journal of Clinical and Experimental Hepatology,0973-6883,2213-3453,GASTROENTEROLOGY & HEPATOLOGY - ESCI,"1,514",n/a,n/a,0.46,1.88%
2271,Case Reports in Plastic Surgery and Hand Surgery,2332-0885,2332-0885,SURGERY - ESCI,64,n/a,n/a,0.15,88.24%
2272,Therapeutic Advances in Gastrointestinal Endoscopy,2631-7745,2631-7745,GASTROENTEROLOGY & HEPATOLOGY - ESCI,21,n/a,n/a,0.24,100.00%
2273,Gastroenterology Review-Przeglad Gastroenterologiczny,1895-5770,1897-4317,GASTROENTEROLOGY & HEPATOLOGY - ESCI,533,n/a,n/a,0.52,100.00%
2274,International Journal of Gastrointestinal Intervention,2636-0004,2636-0012,GASTROENTEROLOGY & HEPATOLOGY - ESCI,19,n/a,n/a,0.03,100.00%
2275,Indian Journal of Otolaryngology and Head & Neck Surgery,2231-3796,0973-7707,SURGERY - ESCI,"1,729",n/a,n/a,0.18,1.11%
2276,Journal of EndoVascular Resuscitation and Trauma Management,2002-7567,2002-7567,EMERGENCY MEDICINE - ESCI; SURGERY - ESCI,27,n/a,n/a; n/a,0.25,0.00%
2277,Journal of Vascular Surgery Cases and Innovative Techniques,2468-4287,2468-4287,SURGERY - ESCI,272,n/a,n/a,0.25,100.00%
2278,Brazilian Neurosurgery-Arquivos Brasileiros de Neurocirurgia,0103-5355,2359-5922,SURGERY - ESCI,56,n/a,n/a,0.04,100.00%
2279,GMS Interdisciplinary Plastic and Reconstructive Surgery DGPW,2193-8091,2193-8091,SURGERY - ESCI,108,n/a,n/a,0.21,100.00%
2280,International Journal of Hepatobiliary and Pancreatic Diseases,2230-9012,2230-9012,GASTROENTEROLOGY & HEPATOLOGY - ESCI,12,n/a,n/a,0.06,57.89%
2281,Postepy w Chirurgii Glowy i Szyi-Advances in Head and Neck Surgery,1643-9279,2084-9842,SURGERY - ESCI,2,n/a,n/a,0,0.00%
2282,Innovations-Technology and Techniques in Cardiothoracic and Vascular Surgery,1556-9845,1559-0879,SURGERY - ESCI,"1,242",n/a,n/a,0.41,2.99%
2283,ABCD-Arquivos Brasileiros de Cirurgia Digestiva-Brazilian Archives of Digestive Surgery,0102-6720,2317-6326,GASTROENTEROLOGY & HEPATOLOGY - ESCI,964,n/a,n/a,0.32,100.00%
2284,Surgical Technology International-International Developments in Surgery and Surgical Research,N/A,1090-3941,SURGERY - ESCI,"1,072",n/a,n/a,0.14,0.00%
2285,Kardiochirurgia i Torakochirurgia Polska-Polish Journal of Thoracic and Cardiovascular Surgery,1731-5530,1897-4252,SURGERY - ESCI,299,n/a,n/a,0.23,100.00%
2286,JGH Open,2397-9070,2397-9070,GASTROENTEROLOGY & HEPATOLOGY - ESCI,408,n/a,n/a,0.31,100.00%
2287,Chirurgia,1221-9118,1842-368X,SURGERY - ESCI,775,n/a,n/a,0.27,0.00%
2288,Emergency,2345-4571,2345-4571,EMERGENCY MEDICINE - ESCI,432,n/a,n/a,0.36,100.00%
2289,ARTHROSKOPIE,0933-7946,1434-3924,SURGERY - ESCI,77,n/a,n/a,0.05,4.55%
2290,JBJS Reviews,2329-9185,2329-9185,SURGERY - ESCI,945,n/a,n/a,0.48,0.93%
2291,COLOPROCTOLOGY,0174-2442,1615-6730,GASTROENTEROLOGY & HEPATOLOGY - ESCI,124,n/a,n/a,0.06,8.02%
2292,Trauma Monthly,2251-7464,2251-7472,EMERGENCY MEDICINE - ESCI,379,n/a,n/a,0.15,0.00%
2293,Trauma-England,1460-4086,1477-0350,EMERGENCY MEDICINE - ESCI,396,n/a,n/a,0.21,4.37%
2294,Chirurgia-Italy,0394-9508,1827-1782,SURGERY - ESCI,36,n/a,n/a,0.02,0.00%
2295,Surgery Journal,2378-5128,2378-5136,SURGERY - ESCI,210,n/a,n/a,0.35,100.00%
2296,Gastroenterologe,1861-9681,1861-969X,GASTROENTEROLOGY & HEPATOLOGY - ESCI,22,n/a,n/a,0.02,3.47%
2297,Surgical Practice,1744-1625,1744-1633,SURGERY - ESCI,71,n/a,n/a,0.05,3.26%
2298,Clinical Endoscopy,2234-2400,2234-2443,GASTROENTEROLOGY & HEPATOLOGY - ESCI,"1,588",n/a,n/a,0.41,100.00%
2299,Intestinal Research,1598-9100,1598-9100,GASTROENTEROLOGY & HEPATOLOGY - ESCI,"1,071",n/a,n/a,0.56,100.00%
2300,Open Access Surgery,N/A,1178-7082,SURGERY - ESCI,40,n/a,n/a,0.19,100.00%
2301,Giornale di Chirurgia,0391-9005,1971-145X,SURGERY - ESCI,551,n/a,n/a,0.32,0.00%
2302,Gynecological Surgery,1613-2076,1613-2084,SURGERY - ESCI,539,n/a,n/a,0.57,100.00%
2303,Pleura and Peritoneum,2364-7671,2364-768X,SURGERY - ESCI,237,n/a,n/a,0.55,100.00%
2304,Surgical Case Reports,2198-7793,2198-7793,SURGERY - ESCI,686,n/a,n/a,0.26,100.00%
2305,Cirugia Cardiovascular,1134-0096,1134-0096,SURGERY - ESCI,73,n/a,n/a,0.08,100.00%
2306,Emergency Care Journal,1826-9826,2282-2054,EMERGENCY MEDICINE - ESCI,47,n/a,n/a,0.13,100.00%
2307,Case Reports in Surgery,2090-6900,2090-6919,SURGERY - ESCI,740,n/a,n/a,0.19,100.00%
2308,Current Surgery Reports,2167-4817,2167-4817,SURGERY - ESCI,160,n/a,n/a,0.23,2.60%
2309,Gastrointestinal Tumors,2296-3774,2296-3766,GASTROENTEROLOGY & HEPATOLOGY - ESCI,265,n/a,n/a,0.24,100.00%
2310,Journal of the Pancreas,1590-8577,1590-8577,GASTROENTEROLOGY & HEPATOLOGY - ESCI,"1,128",n/a,n/a,0.05,0.00%
2311,ACG Case Reports Journal,N/A,2326-3253,GASTROENTEROLOGY & HEPATOLOGY - ESCI,540,n/a,n/a,0.13,100.00%
2312,Annals of Coloproctology,2287-9714,2287-9722,SURGERY - ESCI; GASTROENTEROLOGY & HEPATOLOGY - ESCI,467,n/a,n/a; n/a,0.41,78.34%
2313,BMJ Open Gastroenterology,2054-4774,2054-4774,GASTROENTEROLOGY & HEPATOLOGY - ESCI,698,n/a,n/a,0.51,100.00%
2314,Gastroenterology Insights,2036-7414,2036-7422,GASTROENTEROLOGY & HEPATOLOGY - ESCI,123,n/a,n/a,0.5,100.00%
2315,Gastroenterology Research,1918-2805,1918-2813,GASTROENTEROLOGY & HEPATOLOGY - ESCI,631,n/a,n/a,0.27,97.01%
2316,Journal of Acute Medicine,2211-5587,2211-5595,EMERGENCY MEDICINE - ESCI,131,n/a,n/a,0.03,0.00%
2317,Patient Safety in Surgery,1754-9493,1754-9493,SURGERY - ESCI,741,n/a,n/a,0.69,100
2318,Polish Journal of Surgery,0032-373X,2083-6015,SURGERY - ESCI,112,n/a,n/a,0.19,0
2319,Annals of Gastroenterology,1108-7471,1792-7463,GASTROENTEROLOGY & HEPATOLOGY - ESCI,"2,166",n/a,n/a,0.53,0
2320,Frontline Gastroenterology,2041-4137,2041-4145,GASTROENTEROLOGY & HEPATOLOGY - ESCI,822,n/a,n/a,0.44,14.29
2321,Journal of Robotic Surgery,1863-2483,1863-2491,SURGERY - ESCI,"1,631",n/a,n/a,0.87,7.45
2322,Journal of Transplantation,2090-0007,2090-0015,SURGERY - ESCI,395,n/a,n/a,0.52,100
2323,Minimally Invasive Surgery,2090-1445,2090-1453,SURGERY - ESCI,277,n/a,n/a,0.64,100
2324,PRACTICAL GASTROENTEROLOGY,0277-4208,0277-4208,GASTROENTEROLOGY & HEPATOLOGY - ESCI,150,n/a,n/a,0.04,0
2325,Turkish Journal of Surgery,2564-6850,2564-7032,SURGERY - ESCI,437,n/a,n/a,0.21,75.76
2326,Egyptian Journal of Surgery,1110-1121,1687-7624,SURGERY - ESCI,110,n/a,n/a,0.07,0
2327,Formosan Journal of Surgery,1682-606X,2213-5413,SURGERY - ESCI,107,n/a,n/a,0.1,100
2328,World Journal of Hepatology,1948-5182,1948-5182,GASTROENTEROLOGY & HEPATOLOGY - ESCI,"4,063",n/a,n/a,0.61,95.62
2329,Endoscopy International Open,2364-3722,2196-9736,GASTROENTEROLOGY & HEPATOLOGY - ESCI,"2,923",n/a,n/a,0.52,99.7
2330,Innovative Surgical Sciences,2364-7485,2364-7485,SURGERY - ESCI,168,n/a,n/a,0.28,100
2331,Advances in Digestive Medicine,2351-9797,2351-9800,GASTROENTEROLOGY & HEPATOLOGY - ESCI,49,n/a,n/a,0.03,0
2332,Indian Journal of Neurosurgery,2277-954X,2277-9167,SURGERY - ESCI,72,n/a,n/a,0.06,100
2333,Journal of Digestive Endoscopy,0976-5042,0976-5050,GASTROENTEROLOGY & HEPATOLOGY - ESCI,95,n/a,n/a,0.05,100
2334,Open Access Emergency Medicine,1179-1500,1179-1500,EMERGENCY MEDICINE - ESCI,275,n/a,n/a,0.57,100
2335,Archives of Plastic Surgery-APS,2234-6163,2234-6171,SURGERY - ESCI,"1,486",n/a,n/a,0.45,100
2336,Surgical Techniques Development,2038-9574,2038-9582,SURGERY - ESCI,9,n/a,n/a,0.12,100
2337,Video-Assisted Thoracic Surgery,2519-0792,2519-0792,SURGERY - ESCI,53,n/a,n/a,0.1,78.38
2338,Journal of Hand and Microsurgery,0974-3227,0974-6897,SURGERY - ESCI,311,n/a,n/a,0.22,1.8
2339,Journal of Radiosurgery and SBRT,2156-4639,2156-4647,SURGERY - ESCI,224,n/a,n/a,0.49,0
2340,Journal of Surgical Case Reports,2042-8812,2042-8812,SURGERY - ESCI,"1,180",n/a,n/a,0.15,100
2341,World Journal of Plastic Surgery,2228-7914,2252-0724,SURGERY - ESCI,448,n/a,n/a,0.42,0
2342,Indian Journal of Plastic Surgery,0970-0358,1998-376X,SURGERY - ESCI,"1,034",n/a,n/a,0.24,100
2343,Journal fur Asthetische Chirurgie,1867-4305,1867-4313,SURGERY - ESCI,14,n/a,n/a,0.07,10.13
2344,Indian Journal of Gastroenterology,0254-8860,0975-0711,GASTROENTEROLOGY & HEPATOLOGY - ESCI,"1,487",n/a,n/a,0.33,2.34
2345,JBJS Essential Surgical Techniques,2160-2204,2160-2204,SURGERY - ESCI,217,n/a,n/a,0.43,4.35
2346,Joint Diseases and Related Surgery,2687-4784,2687-4792,SURGERY - SCIE,0,n/a,Q4,n/a,0
2347,Revista Hispanoamericana de Hernia,2255-2677,2255-2677,SURGERY - ESCI,102,n/a,n/a,0.1,48.35
2348,Spine Surgery and Related Research,2432-261X,2432-261X,SURGERY - ESCI,151,n/a,n/a,0.26,100
2349,Turkish Journal of Plastic Surgery,1300-6878,2528-8644,SURGERY - ESCI,52,n/a,n/a,0.11,100
2350,CA-A CANCER JOURNAL FOR CLINICIANS,0007-9235,1542-4863,ONCOLOGY - SCIE,"55,868",508.70,Q1,77.64,8.75%
2351,Nature Reviews Clinical Oncology,1759-4774,1759-4782,ONCOLOGY - SCIE,"17,973",66.68,Q1,7.72,4.38%
2352,NATURE REVIEWS CANCER,1474-175X,1474-1768,ONCOLOGY - SCIE,"62,391",60.72,Q1,7.64,0.68%
2353,JOURNAL OF CLINICAL ONCOLOGY,0732-183X,1527-7755,ONCOLOGY - SCIE,"189,443",44.54,Q1,5.25,15.70%
2354,LANCET ONCOLOGY,1470-2045,1474-5488,ONCOLOGY - SCIE,"72,804",41.32,Q1,7.95,5.98%
2355,Cancer Discovery,2159-8274,2159-8290,ONCOLOGY - SCIE,"27,030",39.40,Q1,6.48,1.39%
2356,ANNALS OF ONCOLOGY,0923-7534,1569-8041,ONCOLOGY - SCIE,"61,542",32.98,Q1,3.54,54.70%
2357,JAMA Oncology,2374-2437,2374-2445,ONCOLOGY - SCIE,"22,382",31.78,Q1,5.65,10.18%
