3435	Temporal Trends and Patterns in Mortality After Incident Heart Failure: A Longitudinal Analysis of 86 000 Individuals	31479100	JAMA Cardiol
3436	National Readmission Patterns of Isolated Splenic Injuries Based on Initial Management Strategy	28768329	JAMA Surg
3437	Long-term follow-up after EMR of large colorectal lesions: metachronous lesions, predictors and surveillance timing	31821050	Scandinavian Journal of Gastroenterology
3438	Rising mortality in patients with combined burn and trauma	30075972	Burns
3439	The incidence of dural tears after complete resection of lumbar synovial cysts and the relation to the outcome	26945877	Clinical Neurology and Neurosurgery
3440	Rate of shunt revision as a function of age in patients with shunted hydrocephalus due to myelomeningocele	27798984	Neurosurgical Focus
3441	A Cohort Study of Paramedian Forehead Flap in 2 Stages (87 Flaps) and 3 Stages (100 Flaps)	25003405	Annals of Plastic Surgery
3442	The diagnostic delay of oral carcinoma	30235466	Ig Sanita Pubbl
3443	Mucosal Healing in Clinical Practice: A Single-Center Pediatric IBD Experience	28644180	Inflammatory Bowel Diseases
3444	Does an increase in visits to general practice indicate a malignancy?	27456975	BMC Family Practice
3445	Perianesthetic and Anesthesia-Related Mortality in a Southeastern United States Population: A Longitudinal Review of a Prospectively Collected Quality Assurance Data Base	29787411	Anesthesia and Analgesia
3446	Serum Procalcitonin Level and Mortality Risk in Critically ill Patients with Ventilator-Associated Pneumonia	26584295	Cellular Physiology and Biochemistry
3447	Systematic evaluation of the patient-reported outcome (PRO) content of clinical trial protocols	25333349	PloS One
3448	Monitoring of Optimal Cerebral Perfusion Pressure in Traumatic Brain Injured Patients Using a Multi-Window Weighting Algorithm	28486883	Journal of Neurotrauma
3449	Simulated patient encounters to improve adolescent retention in HIV care in Kenya: study protocol of a stepped-wedge randomized controlled trial	29282109	Trials
3450	Is arthroscopic assisted percutaneous screw fixation as good as open reduction and internal fixation for the treatment of displaced intra-articular calcaneal fractures?	27502224	Foot and Ankle Surgery
3451	Clinical Interpretation of the Neck Functional Status Computerized Adaptive Test	31291550	Journal of Orthopaedic and Sports Physical Therapy
3452	Associations of Initial Injury Severity and Posttraumatic Stress Disorder Diagnoses With Long-Term Hypertension Risk After Combat Injury	29555664	Hypertension
3453	Revision Proximal Interphalangeal Arthroplasty: An Outcome Analysis of 75 Consecutive Cases	26163921	Journal of Hand Surgery
3454	Ensuring the Quality of Point-of-Care Testing in a Large and Decentralized Ambulatory Care Setting	28967953	American Journal of Clinical Pathology
3455	[Efficacy comparison between surgical resection and endoscopic submucosal dissection of early gastric cancer in a domestic single center]	29492919	Zhonghua Wei Chang Wai Ke Za Zhi Chinese Journal of Gastrointestinal Surgery
3456	[Survival of patients with heart failure in primary care]	25487462	Atencion Primaria
3457	Increasing use of endovascular therapy in pediatric arterial trauma	28756045	Journal of Vascular Surgery
3458	Radiology Reports With Hyperlinks Improve Target Lesion Selection and Measurement Concordance in Cancer Trials	28112557	AJR: American Journal of Roentgenology
3459	The early discontinuation of palliative chemotherapy in older patients with cancer	24287502	Supportive Care in Cancer
3460	Quality of communication about medicines in United States hospitals: A national retrospective study	27913084	Research in Social & Administrative Pharmacy
3461	Racial odds for amputation ratio in traumatic lower extremity fractures	22182881	Journal of Trauma
3462	Wide-field endoscopic mucosal resection versus endoscopic submucosal dissection for laterally spreading colorectal lesions: a cost-effectiveness analysis	28988198	Gut
3463	Trauma during pregnancy: a population-based analysis of maternal outcome	22941234	World Journal of Surgery
3464	Incidence and risk factors for deep surgical site infection after open reduction and internal fixation of closed tibial plateau fractures in adults	29193653	International Wound Journal
3465	Low Utilization of the Dermatology Ambulatory Encounter among Patients with Hidradenitis Suppurativa: A Population-Based Retrospective Cohort Analysis in the USA	28954266	Dermatology
3466	Percutaneous endoscopic gastrostomy site infections-Incidence and risk factors	29473130	Indian Journal of Gastroenterology
3467	Impact of lung function on exacerbations, health care utilization, and costs among patients with COPD	27555759	International Journal of Chronic Obstructive Pulmonary Disease
3468	An Evaluation of On-Call Otolaryngology Consultations: Assessing an Increasing Workload	29852749	Annals of Otology, Rhinology and Laryngology
3469	Risk factors for weight gain and metabolic syndrome in adolescents with psychiatric disorders: a historical prospective study	25782099	Journal of Child and Adolescent Psychopharmacology
3470	A Novel Prediction Model for Bloodstream Infections in Hepatobiliary-Pancreatic Surgery Patients	30603763	World Journal of Surgery
3471	Trends in co-morbidities and survival for in-hospital cardiac arrest -A Swedish cohort study	29288015	Resuscitation
3472	Effectiveness of Statins as Primary Prevention in People With Gout: A Population-Based Cohort Study	31248268	Journal of Cardiovascular Pharmacology and Therapeutics
3473	Validation of CD4(+) T-cell and viral load data from the HIV-Brazil Cohort Study using secondary system data	30514215	BMC Infectious Diseases
3474	Transgelin-2 expression in breast cancer and its relationships with clinicopathological features and patient outcome	31144206	Breast Cancer
3475	Analyzing multiple risk factors in patients with sarcomas. A case-control study	26905132	Indian Journal of Cancer
3476	Hospitalizations for pertussis in Italy, 1999-2009: analysis of the hospital discharge database	22790868	European Journal of Pediatrics
3477	Prevalence and implications of preinjury warfarin use: an analysis of the National Trauma Databank	21242422	Archives of Surgery
3478	Primary Anterolateral Ligament Rupture in Patients Requiring Revision Anterior Cruciate Ligament Reconstruction: A Retrospective Case-Control Magnetic Resonance Imaging Review	30301631	Arthroscopy
3479	Using generalized estimating equations and extensions in randomized trials with missing longitudinal patient reported outcome data	29802657	Psycho-Oncology
3480	Comparison of compensatory reserve and arterial lactate as markers of shock and resuscitation	28930955	J Trauma Acute Care Surg
3481	Flail chest injuries: a review of outcomes and treatment practices from the National Trauma Data Bank	24458051	J Trauma Acute Care Surg
3482	Preoperative and operation-related risk factors for postoperative nosocomial infections in pediatric patients: A retrospective cohort study	31869341	PloS One
3483	Review of non-battle injuries in Air Force personnel deployed in support of Operation Enduring Freedom and Operation Iraqi Freedom	21987958	Military Medicine
3484	Frequency of coronary angiography and revascularization among men and women with myocardial infarction and their relationship to mortality at one year: an analysis of the Geisinger myocardial infarction cohort	23278363	Journal of Interventional Cardiology
3485	Incidence and Clinical Outcome of Hypophosphatemia in Pediatric Burn Patients	27380125	J Burn Care Res
3486	Therapeutic management of inflammatory bowel disease in real-life practice in the current era of anti-TNF agents: analysis of the French administrative health databases 2009-2014	27781286	Alimentary Pharmacology and Therapeutics
3487	High risk of loss to follow-up among South African children on ART during transfer, a retrospective cohort analysis with community tracing	28691440	Journal of the International AIDS Society
3488	Incidence and outcomes of cricothyrotomy in the "cannot intubate, cannot oxygenate" situation	31626153	Medicine (Baltimore)
3489	The survivorship of the link endo-rotational hinge total knee arthroplasty: 5-12-year follow-up of 100 patients	30413941	Archives of Orthopaedic and Trauma Surgery
3490	Effectiveness of a multifaceted implementation strategy compared to usual care on low back pain guideline adherence among general practitioners	29751801	BMC Health Services Research
3491	Number of rib fractures thresholds independently predict worse outcomes in older patients with blunt trauma	27932031	Surgery
3492	Vital Sign Abnormalities on Discharge Do Not Predict 30-Day Readmission	31324735	Clinical Medicine & Research
3493	Incidence and survival trends for malignant pleural and peritoneal mesothelioma, Australia, 1982-2009	26800709	Occupational and Environmental Medicine
3494	Association of Mild Echocardiographic Pulmonary Hypertension With Mortality and Right Ventricular Function	31532457	JAMA Cardiol
3495	What are the appropriate methods for analyzing patient-reported outcomes in randomized trials when data are missing?	26546257	Statistical Methods in Medical Research
