ID,Name,ISSN
1,"	N Engl J Med","	0028-4793"
3473,"	BMC Infect Dis","	1471-2334"
3474,"	Breast Cancer","	1340-6868"
3475,"	Indian J Cancer","	0019-509x"
3476,"	Eur J Pediatr","	0340-6199"
3477,"	Arch Surg","	0004-0010"
3478,"	Arthroscopy","	0749-8063"
3479,"	Psychooncology","	1057-9249"
3480,"	J Trauma Acute Care Surg","	2163-0755"
3481,"	J Trauma Acute Care Surg","	2163-0755"
3482,"	PLoS One","	1932-6203"
3483,"	Mil Med","	0026-4075"
3484,"	J Interv Cardiol","	0896-4327"
3485,"	J Burn Care Res","	1559-047x"
3486,"	Aliment Pharmacol Ther","	0269-2813"
3487,"	J Int AIDS Soc","	1758-2652"
3488,"	Medicine (Baltimore)","	0025-7974"
3489,"	Arch Orthop Trauma Surg","	0936-8051"
3490,"	BMC Health Serv Res","	1472-6963"
3491,"	Surgery","	0039-6060"
3492,"	Clin Med Res","	1539-4182"
3493,"	Occup Environ Med","	1351-0711"
3494,"	JAMA Cardiol","	2380-6583"
3495,"	Stat Methods Med Res","	0962-2802"
3496,"	Knee Surg Sports Traumatol Arthrosc","	0942-2056"
3497,"	Am J Infect Control","	0196-6553"
3498,"	J Bone Miner Res","	0884-0431"
3499,"	Br J Anaesth","	0007-0912"
3500,"	Z Orthop Unfall","	1864-6697"
3501,"	Acad Emerg Med","	1069-6563"
3502,"	Hernia","	1248-9204"
3503,"	Addiction","	0965-2140"
3504,"	Pediatr Crit Care Med","	1529-7535"
3505,"	Pharmacoepidemiol Drug Saf","	1053-8569"
3506,"	Ophthalmology","	0161-6420"
3507,"	Digestion","	0012-2823"
3508,"	J Wound Ostomy Continence Nurs","	1071-5754"
3509,"	J Spinal Disord Tech","	1536-0652"
3510,"	J Endod","	0099-2399"
3511,"	PLoS One","	1932-6203"
3512,"	Rev Calid Asist","	1134-282x"
3513,"	Oral Oncol","	1368-8375"
3514,"	Aesthetic Plast Surg","	0364-216x"
3515,"	Hum Vaccin Immunother","	2164-5515"
3516,"	Asian Pac J Cancer Prev","	1513-7368"
3517,"	J Trauma Acute Care Surg","	2163-0755"
3518,"	Plast Reconstr Surg","	0032-1052"
3519,"	Am J Emerg Med","	0735-6757"
3520,"	J Clin Neurophysiol","	0736-0258"
3521,"	Ostomy Wound Manage","	0889-5899"
3522,"	Clin Radiol","	0009-9260"
3523,"	Soc Sci Med","	0277-9536"
3524,"	Presse Med","	0755-4982"
3525,"	J Clin Pharm Ther","	0269-4727"
3526,"	Stat Med","	0277-6715"
3527,"	Int Orthop","	0341-2695"
3528,"	Qual Prim Care","	1479-1072"
3529,"	Health Policy Plan","	0268-1080"
3530,"	Am Surg","	0003-1348"
3531,"	Ann Rheum Dis","	0003-4967"
3532,"	J Neurosurg","	0022-3085"
3533,"	J Surg Res","	0022-4804"
3534,"	Prehosp Emerg Care","	1090-3127"
3535,"	Brain Inj","	0269-9052"
3536,"	J Vasc Surg","	0741-5214"
3537,"	J Am Acad Orthop Surg","	1067-151x"
3538,"	Reumatol Clin","	1699-258x"
3539,"	Prog Urol","	1166-7087"
3540,"	BMC Gastroenterol","	1471-230x"
3541,"	J Am Soc Hypertens","	1878-7436"
3542,"	J Wound Ostomy Continence Nurs","	1071-5754"
3543,"	Reumatismo","	0048-7449"
3544,"	Am Surg","	0003-1348"
3545,"	Injury","	0020-1383"
3546,"	J Trauma Acute Care Surg","	2163-0755"
3547,"	J Orthop Surg Res","	1749-799x"
3548,"	Joint Bone Spine","	1297-319x"
3549,"	Ophthalmology","	0161-6420"
3550,"	Clin Ther","	0149-2918"
3551,"	Stress Health","	1532-3005"
3552,"	Occup Med (Lond)","	0962-7480"
3553,"	Resuscitation","	0300-9572"
3554,"	Orthopade","	0085-4530"
3555,"	Clin J Oncol Nurs","	1092-1095"
3556,"	J Midwifery Womens Health","	1526-9523"
3557,"	Gastrointest Endosc","	0016-5107"
3558,"	Vox Sang","	0042-9007"
3559,"	PLoS One","	1932-6203"
3560,"	J Med Internet Res","	1439-4456"
3561,"	Biochim Biophys Acta Mol Basis Dis","	0925-4439"
3562,"	J Palliat Med","	1557-7740"
3563,"	Am J Crit Care","	1062-3264"
3564,"	J Eval Clin Pract","	1356-1294"
3565,"	Radiology","	0033-8419"
3566,"	BMC Health Serv Res","	1472-6963"
3567,"	Prim Care Diabetes","	1878-0210"
3568,"	J Am Med Dir Assoc","	1525-8610"
3569,"	Ir J Med Sci","	0021-1265"
3570,"	Child Obes","	2153-2168"
3571,"	Drug Alcohol Depend","	0376-8716"
3572,"	Diabetes Obes Metab","	1462-8902"
3573,"	BMC Anesthesiol","	1471-2253"
3574,"	J Asthma","	0277-0903"
3575,"	J Diabetes","	1753-0407"
3576,"	BMJ Open","	2044-6055"
3577,"	J Am Heart Assoc","	2047-9980"
3578,"	Clin Gastroenterol Hepatol","	1542-3565"
3579,"	Curr Med Res Opin","	0300-7995"
3580,"	World J Gastroenterol","	1007-9327"
3581,"	Europace","	1099-5129"
3582,"	Psychol Med","	0033-2917"
3583,"	Pediatrics","	0031-4005"
3584,"	Injury","	0020-1383"
3585,"	Am J Sports Med","	0363-5465"
3586,"	Jsls","	1086-8089"
3587,"	World Neurosurg","	1878-8750"
3588,"	Inflamm Bowel Dis","	1078-0998"
3589,"	J Womens Health (Larchmt)","	1540-9996"
3590,"	Aust N Z J Obstet Gynaecol","	0004-8666"
3591,"	PLoS One","	1932-6203"
3592,"	Surgery","	0039-6060"
3593,"	Ann Surg","	0003-4932"
3594,"	Value Health","	1098-3015"
3595,"	J Clin Psychiatry","	0160-6689"
3596,"	Arch Dis Child","	0003-9888"
3597,"	Clin Orthop Relat Res","	0009-921X"
3598,"	J Crit Care","	0883-9441"
3599,"	Obes Surg","	0960-8923"
3600,"	Environ Pollut","	0269-7491"
3601,"	J Gen Intern Med","	0884-8734"
3602,"	Adv Neonatal Care","	1536-0903"
3603,"	J Clin Psychiatry","	0160-6689"
3604,"	Am J Obstet Gynecol","	0002-9378"
3605,"	Arch Surg","	0004-0010"
3606,"	West J Emerg Med","	1936-900X"
3607,"	Acta Neurochir Suppl","	0065-1419"
3608,"	Diabetes Obes Metab","	1462-8902"
3609,"	Int Orthop","	0341-2695"
3610,"	Circulation","	0009-7322"
3611,"	BMJ Open","	2044-6055"
3612,"	PLoS One","	1932-6203"
3613,"	Gen Hosp Psychiatry","	0163-8343"
3614,"	Hosp Pediatr","	2154-1663"
3615,"	Circ Cardiovasc Imaging","	1941-9651"
3616,"	Pharmacoepidemiol Drug Saf","	1053-8569"
3617,"	BMC Med Res Methodol","	1471-2288"
3618,"	ACS Chem Neurosci","	1948-7193"
3619,"	J Urol","	0022-5347"
3620,"	Pharmacotherapy","	0277-0008"
3621,"	Aten Primaria","	0212-6567"
3622,"	Stroke","	0039-2499"
3623,"	Heart","	1355-6037"
3624,"	Eur J Phys Rehabil Med","	1973-9087"
3625,"	J Wound Ostomy Continence Nurs","	1071-5754"
3626,"	J Pediatr Surg","	0022-3468"
3627,"	Eur Heart J Qual Care Clin Outcomes","	2058-5225"
3628,"	Medicine (Baltimore)","	0025-7974"
3629,"	Forensic Sci Int","	0379-0738"
3630,"	J Psychosom Res","	0022-3999"
3631,"	J Craniofac Surg","	1049-2275"
3632,"	J Trauma Acute Care Surg","	2163-0755"
3633,"	Drug Alcohol Rev","	0959-5236"
3634,"	Eur J Obstet Gynecol Reprod Biol","	0301-2115"
3635,"	Am J Med","	0002-9343"
3636,"	J Hand Surg Asian Pac Vol","	"
3637,"	J Clin Psychopharmacol","	0271-0749"
3638,"	Int J Rheum Dis","	1756-1841"
3639,"	Spine J","	1529-9430"
3640,"	J Stroke Cerebrovasc Dis","	1052-3057"
3641,"	Gastrointest Endosc","	0016-5107"
3642,"	Tumori","	0300-8916"
3643,"	Geriatr Psychol Neuropsychiatr Vieil","	2115-8789"
3644,"	Clin Exp Nephrol","	1342-1751"
3645,"	J Orthop Trauma","	0890-5339"
3646,"	J Am Heart Assoc","	2047-9980"
3647,"	Support Care Cancer","	0941-4355"
3648,"	Allergy Asthma Proc","	1088-5412"
3649,"	Surgery","	0039-6060"
3650,"	Am J Crit Care","	1062-3264"
3651,"	BMC Musculoskelet Disord","	1471-2474"
3652,"	J Emerg Med","	0736-4679"
3653,"	J Trauma","	0022-5282"
3654,"	Dialogues Clin Neurosci","	1294-8322"
3655,"	J Drugs Dermatol","	1545-9616"
3656,"	Eye (Lond)","	0950-222X"
3657,"	Am J Mens Health","	1557-9883"
3658,"	J Trauma Acute Care Surg","	2163-0755"
3659,"	Am J Gastroenterol","	0002-9270"
3660,"	Clin Neurol Neurosurg","	0303-8467"
3661,"	Obstet Gynecol","	0029-7844"
3662,"	Spine J","	1529-9430"
3663,"	BMC Med Res Methodol","	1471-2288"
3664,"	J Obstet Gynaecol Res","	1341-8076"
3665,"	BMJ Open","	2044-6055"
3666,"	Trials","	1745-6215"
3667,"	J Trauma Acute Care Surg","	2163-0755"
3668,"	J Bone Joint Surg Am","	0021-9355"
3669,"	Arthritis Res Ther","	1478-6354"
3670,"	J Bone Miner Res","	0884-0431"
3671,"	J Neurosurg","	0022-3085"
3672,"	Arthritis Care Res (Hoboken)","	2151-464X"
3673,"	Prehosp Disaster Med","	1049-023x"
3674,"	Ophthalmology","	0161-6420"
3675,"	Osteoporos Int","	0937-941x"
3676,"	Am Surg","	0003-1348"
3677,"	Zh Vopr Neirokhir Im N N Burdenko","	0042-8817"
3678,"	Urology","	0090-4295"
3679,"	J Anesth","	0913-8668"
3680,"	Clin Ther","	0149-2918"
3681,"	BMJ Open","	2044-6055"
3682,"	Lung","	0341-2040"
3683,"	Tumori","	0300-8916"
3684,"	BMC Health Serv Res","	1472-6963"
3685,"	PLoS One","	1932-6203"
3686,"	Neuromodulation","	1094-7159"
3687,"	Am J Emerg Med","	0735-6757"
3688,"	Matern Child Health J","	1092-7875"
3689,"	PLoS One","	1932-6203"
3690,"	Emerg Med Australas","	1742-6723"
3691,"	Urology","	0090-4295"
3692,"	Cancer Epidemiol","	1877-7821"
3693,"	J Am Soc Echocardiogr","	0894-7317"
3694,"	J Vasc Surg","	0741-5214"
3695,"	Am J Surg","	0002-9610"
3696,"	J Tissue Viability","	0965-206X"
3697,"	J Adolesc Health","	1054-139x"
3698,"	Gen Hosp Psychiatry","	0163-8343"
3699,"	Spinal Cord","	1362-4393"
3700,"	Arthritis Care Res (Hoboken)","	2151-464X"
3701,"	Int J Environ Res Public Health","	1661-7827"
3702,"	BMJ Open","	2044-6055"
3703,"	Epilepsy Behav","	1525-5050"
3704,"	Alzheimer Dis Assoc Disord","	0893-0341"
3705,"	Pediatrics","	0031-4005"
3706,"	Kidney Int","	0085-2538"
3707,"	Hosp Pediatr","	2154-1663"
3708,"	JAMA Pediatr","	2168-6203"
3709,"	J Head Trauma Rehabil","	0885-9701"
3710,"	J Trauma Acute Care Surg","	2163-0755"
3711,"	Spine J","	1529-9430"
3712,"	Surg Endosc","	0930-2794"
3713,"	G Chir","	0391-9005"
3714,"	Chest","	0012-3692"
3715,"	Am Heart J","	0002-8703"
3716,"	Arch Phys Med Rehabil","	0003-9993"
3717,"	Emerg Med J","	1472-0205"
3718,"	Lancet Diabetes Endocrinol","	2213-8587"
3719,"	Ir J Med Sci","	0021-1265"
3720,"	Am J Sports Med","	0363-5465"
3721,"	Ann Thorac Surg","	0003-4975"
3722,"	Cir Esp","	0009-739x"
3723,"	Gastrointest Endosc","	0016-5107"
3724,"	Am J Emerg Med","	0735-6757"
3725,"	Arch Phys Med Rehabil","	0003-9993"
3726,"	Pediatr Emerg Care","	0749-5161"
3727,"	Pediatr Blood Cancer","	1545-5009"
3728,"	Eye (Lond)","	0950-222X"
3729,"	J Foot Ankle Surg","	1067-2516"
3730,"	J Ultrasound Med","	0278-4297"
3731,"	J Vasc Access","	1129-7298"
3732,"	Cancer","	0008-543x"
3733,"	J Perinat Neonatal Nurs","	0893-2190"
3734,"	J Med Microbiol","	0022-2615"
3735,"	Cancer Causes Control","	0957-5243"
3736,"	J Crit Care","	0883-9441"
3737,"	BMC Fam Pract","	1471-2296"
3738,"	J Endovasc Ther","	1526-6028"
3739,"	J Anxiety Disord","	0887-6185"
3740,"	Am J Sports Med","	0363-5465"
3741,"	BMC Med Res Methodol","	1471-2288"
3742,"	Chest","	0012-3692"
3743,"	Ann Rheum Dis","	0003-4967"
3744,"	Qjm","	1460-2393"
3745,"	J Hosp Med","	1553-5592"
3746,"	J Adv Nurs","	0309-2402"
3747,"	Otol Neurotol","	1531-7129"
3748,"	Clin Orthop Relat Res","	0009-921X"
3749,"	Ultrasound Obstet Gynecol","	0960-7692"
3750,"	Infection","	0300-8126"
3751,"	Dan Med J","	2245-1919"
3752,"	J Rheumatol","	0315-162X"
3753,"	Acad Emerg Med","	1069-6563"
3754,"	Scand J Trauma Resusc Emerg Med","	1757-7241"
3755,"	Stat Med","	0277-6715"
3756,"	Arthritis Care Res (Hoboken)","	2151-464X"
3757,"	J Thromb Thrombolysis","	0929-5305"
3758,"	Pregnancy Hypertens","	2210-7789"
3759,"	Curr Med Res Opin","	0300-7995"
3760,"	J Subst Abuse Treat","	0740-5472"
3761,"	J Spinal Cord Med","	1079-0268"
3762,"	J Am Coll Surg","	1072-7515"
3763,"	Injury","	0020-1383"
3764,"	BMC Cardiovasc Disord","	1471-2261"
3765,"	Transplant Proc","	0041-1345"
3766,"	Br J Gen Pract","	0960-1643"
3767,"	J Telemed Telecare","	1357-633x"
3768,"	J Manag Care Spec Pharm","	"
3769,"	J Rehabil Med","	1650-1977"
3770,"	J Acad Nutr Diet","	2212-2672"
3771,"	BMJ Open","	2044-6055"
3772,"	J Endourol","	0892-7790"
3773,"	Urology","	0090-4295"
3774,"	Curr Med Res Opin","	0300-7995"
3775,"	Pulmonology","	2531-0429"
3776,"	PLoS One","	1932-6203"
3777,"	Curr Med Res Opin","	0300-7995"
3778,"	Clin Orthop Relat Res","	0009-921X"
3779,"	Breast Cancer Res","	1465-5411"
3780,"	BMC Med Res Methodol","	1471-2288"
3781,"	World J Surg","	0364-2313"
3782,"	Rev Calid Asist","	1134-282x"
3783,"	PLoS One","	1932-6203"
3784,"	Int J Circumpolar Health","	1239-9736"
3785,"	Am J Emerg Med","	0735-6757"
3786,"	Eur Urol","	0302-2838"
3787,"	J Manag Care Pharm","	1083-4087"
3788,"	Osteoporos Int","	0937-941x"
3789,"	Parkinsonism Relat Disord","	1353-8020"
3790,"	J Reprod Med","	0024-7758"
3791,"	J Vasc Surg Venous Lymphat Disord","	"
3792,"	J Am Osteopath Assoc","	0098-6151"
3793,"	Curr Med Res Opin","	0300-7995"
3794,"	Reprod Toxicol","	0890-6238"
3795,"	Acta Neurochir (Wien)","	0001-6268"
3796,"	Curr Med Res Opin","	0300-7995"
3797,"	J Burn Care Res","	1559-047x"
3798,"	Lymphology","	0024-7766"
3799,"	J Nurs Res","	1682-3141"
3800,"	Diabetes Technol Ther","	1520-9156"
3801,"	Adv Mind Body Med","	1470-3556"
3802,"	Diabet Med","	0742-3071"
3803,"	J Hand Surg Am","	0363-5023"
3804,"	Cancer","	0008-543X"
3805,"	Nord J Psychiatry","	0803-9488"
3806,"	Am Surg","	0003-1348"
3807,"	JAMA Dermatol","	2168-6068"
3808,"	Eur J Emerg Med","	0969-9546"
3809,"	Trials","	1745-6215"
3810,"	Radiology","	0033-8419"
3811,"	Ann Thorac Surg","	0003-4975"
3812,"	World Neurosurg","	1878-8750"
3813,"	Urology","	0090-4295"
3814,"	Wounds","	1044-7946"
3815,"	Gynecol Obstet Fertil Senol","	2468-7189"
3816,"	Ophthalmology","	0161-6420"
3817,"	J Head Trauma Rehabil","	0885-9701"
3818,"	Support Care Cancer","	0941-4355"
3819,"	J Cardiothorac Vasc Anesth","	1053-0770"
3820,"	Ann Intern Med","	0003-4819"
3821,"	Antimicrob Resist Infect Control","	2047-2994"
3822,"	J Pediatr","	0022-3476"
3823,"	J Clin Lab Anal","	0887-8013"
3824,"	J Occup Environ Med","	1076-2752"
3825,"	World Neurosurg","	1878-8750"
3826,"	J Stroke Cerebrovasc Dis","	1052-3057"
3827,"	Metab Syndr Relat Disord","	1540-4196"
3828,"	J Am Coll Surg","	1072-7515"
3829,"	PLoS One","	1932-6203"
3830,"	Med Care","	0025-7079"
3831,"	J Tissue Viability","	0965-206X"
3832,"	J Neurosurg","	0022-3085"
3833,"	Eye (Lond)","	0950-222X"
3834,"	Paediatr Anaesth","	1155-5645"
3835,"	Eur J Heart Fail","	1388-9842"
3836,"	BMJ Qual Saf","	2044-5415"
3837,"	J Perinat Med","	0300-5577"
3838,"	J Orthop Trauma","	0890-5339"
3839,"	PLoS One","	1932-6203"
3840,"	Dis Colon Rectum","	0012-3706"
3841,"	Int J Environ Res Public Health","	1661-7827"
3842,"	J Laparoendosc Adv Surg Tech A","	1092-6429"
3843,"	Psychosomatics","	0033-3182"
3844,"	Health Qual Life Outcomes","	1477-7525"
3845,"	J Nucl Cardiol","	1071-3581"
3846,"	JAMA Intern Med","	2168-6106"
3847,"	Mil Med","	0026-4075"
3848,"	J Stroke Cerebrovasc Dis","	1052-3057"
3849,"	Acta Psychiatr Scand","	0001-690x"
3850,"	JACC Heart Fail","	2213-1779"
3851,"	Dis Colon Rectum","	0012-3706"
3852,"	Am J Prev Med","	0749-3797"
3853,"	Obes Surg","	0960-8923"
3854,"	Phys Ther","	0031-9023"
3855,"	PLoS One","	1932-6203"
3856,"	Clin Ther","	0149-2918"
3857,"	Arch Orthop Trauma Surg","	0936-8051"
3858,"	Acta Med Port","	0870-399x"
3859,"	Arthritis Care Res (Hoboken)","	2151-464x"
3860,"	Neurosurg Focus","	1092-0684"
3861,"	J Shoulder Elbow Surg","	1058-2746"
3862,"	Am Surg","	0003-1348"
3863,"	Int J Rheum Dis","	1756-1841"
3864,"	J Vasc Surg","	0741-5214"
3865,"	Int J Chron Obstruct Pulmon Dis","	1176-9106"
3866,"	Clin Oral Investig","	1432-6981"
3867,"	Diabetes Care","	0149-5992"
3868,"	Int J Oral Maxillofac Implants","	0882-2786"
3869,"	Mil Med","	0026-4075"
3870,"	Crit Care","	1364-8535"
3871,"	Crisis","	0227-5910"
3872,"	Asian J Surg","	1015-9584"
3873,"	Ther Hypothermia Temp Manag","	2153-7658"
3874,"	Eur Spine J","	0940-6719"
3875,"	JAMA Surg","	2168-6254"
3876,"	JAMA Dermatol","	2168-6068"
3877,"	Wound Repair Regen","	1067-1927"
3878,"	Neurosurgery","	0148-396x"
3879,"	Mayo Clin Proc","	0025-6196"
3880,"	Acad Radiol","	1076-6332"
3881,"	Am J Surg","	0002-9610"
3882,"	Funct Neurol","	0393-5264"
3883,"	Int Dent J","	0020-6539"
3884,"	JAMA Dermatol","	2168-6068"
3885,"	Interact Cardiovasc Thorac Surg","	1569-9285"
3886,"	J Vasc Surg","	0741-5214"
3887,"	Lancet Diabetes Endocrinol","	2213-8587"
3888,"	J Vasc Surg Venous Lymphat Disord","	"
3889,"	BMC Fam Pract","	1471-2296"
3890,"	Accid Anal Prev","	0001-4575"
3891,"	Neurosurgery","	0148-396x"
3892,"	Neurosurgery","	0148-396x"
3893,"	J Arthroplasty","	0883-5403"
3894,"	Colorectal Dis","	1462-8910"
3895,"	J Med Econ","	1369-6998"
3896,"	Endocr Pract","	1530-891X"
3897,"	Int J Nurs Stud","	0020-7489"
3898,"	J Vasc Surg","	0741-5214"
3899,"	Crit Care Resusc","	1441-2772"
3900,"	J Am Med Inform Assoc","	1067-5027"
3901,"	South Med J","	0038-4348"
3902,"	Value Health","	1098-3015"
3903,"	J Neonatal Perinatal Med","	1878-4429"
3904,"	J Neurosurg","	0022-3085"
3905,"	JAMA Ophthalmol","	2168-6165"
3906,"	J Allergy Clin Immunol Pract","	"
3907,"	BMJ Open","	2044-6055"
3908,"	Implement Sci","	1748-5908"
3909,"	J Manag Care Pharm","	1083-4087"
3910,"	Pathol Res Pract","	0344-0338"
3911,"	PLoS One","	1932-6203"
3912,"	J Neurosurg","	0022-3085"
3913,"	J Clin Gastroenterol","	0192-0790"
3914,"	Cancer Genet","	2210-7762"
3915,"	J Vasc Interv Radiol","	1051-0443"
3916,"	NPJ Prim Care Respir Med","	2055-1010"
3917,"	J Vet Intern Med","	0891-6640"
3918,"	J Emerg Med","	0736-4679"
3919,"	BMC Pediatr","	1471-2431"
3920,"	J Vet Intern Med","	0891-6640"
3921,"	Childs Nerv Syst","	0256-7040"
3922,"	J Pediatr","	0022-3476"
3923,"	Infect Control Hosp Epidemiol","	0899-823x"
3924,"	Pm r","	1934-1482"
3925,"	Surgery","	0039-6060"
3926,"	Nurs Res","	0029-6562"
3927,"	J Minim Invasive Gynecol","	1553-4650"
3928,"	Am J Infect Control","	0196-6553"
3929,"	J Pain Symptom Manage","	0885-3924"
3930,"	Clin Pediatr (Phila)","	0009-9228"
3931,"	Rev Med Chir Soc Med Nat Iasi","	0048-7848"
3932,"	J Pediatr","	0022-3476"
3933,"	Drugs Aging","	1170-229x"
3934,"	Hosp Pract (1995)","	2154-8331"
3935,"	J Immigr Minor Health","	1557-1912"
3936,"	Plast Reconstr Surg","	0032-1052"
3937,"	Clin J Am Soc Nephrol","	1555-9041"
3938,"	Am J Health Promot","	0890-1171"
3939,"	Arthroscopy","	0749-8063"
3940,"	Clin Neurol Neurosurg","	0303-8467"
3941,"	J Pediatr Gastroenterol Nutr","	0277-2116"
3942,"	Acta Oncol","	0284-186x"
3943,"	Ann Thorac Surg","	0003-4975"
3944,"	BMJ Open","	2044-6055"
3945,"	Plast Reconstr Surg","	0032-1052"
3946,"	BMJ Open","	2044-6055"
3947,"	Am J Surg","	0002-9610"
3948,"	Am J Health Syst Pharm","	1079-2082"
3949,"	J Pediatr Surg","	0022-3468"
3950,"	J Palliat Med","	1557-7740"
3951,"	Tob Control","	0964-4563"
3952,"	Ophthalmology","	0161-6420"
3953,"	J Vasc Surg","	0741-5214"
3954,"	J Obes","	2090-0708"
3955,"	Nephron","	1660-8151"
3956,"	Laeknabladid","	0023-7213"
3957,"	US Army Med Dep J","	1524-0436"
3958,"	J Pain","	1526-5900"
3959,"	AJR Am J Roentgenol","	0361-803x"
3960,"	Health Informatics J","	1460-4582"
3961,"	JAMA Facial Plast Surg","	2168-6076"
3962,"	Acta Paediatr","	0803-5253"
3963,"	Epidemiol Psychiatr Sci","	2045-7960"
3964,"	J Am Board Fam Med","	1557-2625"
3965,"	Public Health","	0033-3506"
3966,"	Arch Gynecol Obstet","	0932-0067"
3967,"	Circ Cardiovasc Qual Outcomes","	1941-7713"
3968,"	J Steroid Biochem Mol Biol","	0960-0760"
3969,"	Zhonghua Er Ke Za Zhi","	0578-1310"
3970,"	JAMA Intern Med","	2168-6106"
3971,"	J Clin Sleep Med","	1550-9389"
3972,"	Int Orthop","	0341-2695"
3973,"	J Pediatr","	0022-3476"
3974,"	PLoS Med","	1549-1277"
3975,"	Clin Rheumatol","	0770-3198"
3976,"	Laryngoscope","	0023-852x"
3977,"	Surg Endosc","	0930-2794"
3978,"	Sr Care Pharm","	2639-9636"
3979,"	Clin Gastroenterol Hepatol","	1542-3565"
3980,"	J Gen Intern Med","	0884-8734"
3981,"	J Am Dent Assoc","	0002-8177"
3982,"	J Am Board Fam Med","	1557-2625"
3983,"	Ann Rheum Dis","	0003-4967"
3984,"	Obes Surg","	0960-8923"
3985,"	Ther Drug Monit","	0163-4356"
3986,"	Emerg Med J","	1472-0205"
3987,"	BMC Cancer","	1471-2407"
3988,"	Cancer Cytopathol","	1934-662x"
3989,"	Clin Nutr ESPEN","	2405-4577"
3990,"	Can Fam Physician","	0008-350X"
3991,"	Sci Rep","	2045-2322"
3992,"	Gastrointest Endosc","	0016-5107"
3993,"	Am J Med Qual","	1062-8606"
3994,"	Curr Med Res Opin","	0300-7995"
3995,"	BMJ Open","	2044-6055"
3996,"	PLoS One","	1932-6203"
3997,"	J Neurotrauma","	0897-7151"
3998,"	J Am Board Fam Med","	1557-2625"
3999,"	Am J Gastroenterol","	0002-9270"
4000,"	Drug Saf","	0114-5916"
4001,"	BMJ Open","	2044-6055"
4002,"	Diabetes Care","	0149-5992"
4003,"	Arch Pediatr","	0929-693x"
4004,"	Zhonghua Wei Chang Wai Ke Za Zhi","	1671-0274"
4005,"	PLoS One","	1932-6203"
4006,"	Prehosp Emerg Care","	1090-3127"
4007,"	Surg Endosc","	0930-2794"
4008,"	Plast Reconstr Surg","	0032-1052"
4009,"	J Opioid Manag","	1551-7489"
4010,"	BMC Ophthalmol","	1471-2415"
4011,"	J Am Geriatr Soc","	0002-8614"
4012,"	Gastrointest Endosc","	0016-5107"
4013,"	BMC Nephrol","	1471-2369"
4014,"	Schizophr Bull","	0586-7614"
4015,"	J Trauma Acute Care Surg","	2163-0755"
4016,"	Surg Endosc","	0930-2794"
4017,"	Zhonghua Er Ke Za Zhi","	0578-1310"
4018,"	Int J Colorectal Dis","	0179-1958"
4019,"	Dig Dis Sci","	0163-2116"
4020,"	Am J Med","	0002-9343"
4021,"	J Manag Care Spec Pharm","	"
4022,"	Acad Emerg Med","	1069-6563"
4023,"	Matern Child Health J","	1092-7875"
4024,"	J Vasc Surg","	0741-5214"
4025,"	J Vasc Surg","	0741-5214"
4026,"	BMC Res Notes","	1756-0500"
4027,"	West J Emerg Med","	1936-900X"
4028,"	Pediatr Int","	1328-8067"
4029,"	Eur J Nucl Med Mol Imaging","	1619-7070"
4030,"	Eur J Pediatr","	0340-6199"
4031,"	BMC Musculoskelet Disord","	1471-2474"
4032,"	Eye (Lond)","	0950-222X"
4033,"	BMJ Open","	2044-6055"
4034,"	J Am Acad Dermatol","	0190-9622"
4035,"	Ann N Y Acad Sci","	0077-8923"
4036,"	Diabetes Obes Metab","	1462-8902"
4037,"	J Manag Care Spec Pharm","	"
4038,"	Surgery","	0039-6060"
4039,"	J Manag Care Spec Pharm","	"
4040,"	Clin Chim Acta","	0009-8981"
4041,"	Am Heart J","	0002-8703"
4042,"	Psychoneuroendocrinology","	0306-4530"
4043,"	Int J Surg","	1743-9159"
4044,"	J Acad Nutr Diet","	2212-2672"
